title,conf,year,citation,original
Gaze Embeddings for Zero-Shot Image Classification, CVPR ,2017,22,
Revisiting IM2GPS in the Deep Learning Era, ICCV ,2017,15,
DeepPermNet: Visual Permutation Learning, CVPR ,2017,16,
Towards a Visual Privacy Advisor: Understanding and Predicting Privacy Risks in Images, ICCV ,2017,10,
Attention-Aware Face Hallucination via Deep Reinforcement Learning, CVPR ,2017,42,
RPAN: An End-To-End Recurrent Pose-Attention Network for Action Recognition in Videos, ICCV ,2017,18,
Model-Powered Conditional Independence Test, NIPS ,2017,6,
Optimized Pre-Processing for Discrimination Prevention, NIPS ,2017,22,
Diverse Image Annotation, CVPR ,2017,4,
Lost Relatives of the Gumbel Trick, ICML ,2017,5,
Reflectance Adaptive Filtering Improves Intrinsic Image Estimation, CVPR ,2017,10,
Weakly Supervised Learning of Deep Metrics for Stereo Reconstruction, ICCV ,2017,11,
Centered Weight Normalization in Accelerating Training of Deep Neural Networks, ICCV ,2017,4,
End-To-End Learning of Geometry and Context for Deep Stereo Regression, ICCV ,2017,93,
Unsupervised Pixel-Level Domain Adaptation With Generative Adversarial Networks, CVPR ,2017,248,
Tensor Biclustering, NIPS ,2017,0,
Improving Training of Deep Neural Networks via Singular Value Bounding, CVPR ,2017,17,
Bayesian inference on random simple graphs with power law degree distributions, ICML ,2017,2,
Building a Regular Decision Boundary With Deep Networks, CVPR ,2017,3,
Practical Hash Functions for Similarity Estimation and Dimensionality Reduction, NIPS ,2017,3,
Multi-Label Image Recognition by Recurrently Discovering Attentional Regions, ICCV ,2017,27,
Scalable Planning with Tensorflow for Hybrid Nonlinear Domains, NIPS ,2017,6,
Deep Crisp Boundaries, CVPR ,2017,9,
Riemannian approach to batch normalization, NIPS ,2017,10,
Following Gaze in Video, ICCV ,2017,9,
Analyzing Hidden Representations in End-to-End Automatic Speech Recognition Systems, NIPS ,2017,13,
Reasoning About Fine-Grained Attribute Phrases Using Reference Games, ICCV ,2017,3,
Personalized Image Aesthetics, ICCV ,2017,4,
The World of Fast Moving Objects, CVPR ,2017,9,
Robust Adversarial Reinforcement Learning, ICML ,2017,56,
Learning Algorithms for Active Learning, ICML ,2017,23,
Viraliency: Pooling Local Virality, CVPR ,2017,12,
Click Here: Human-Localized Keypoints as Guidance for Viewpoint Estimation, ICCV ,2017,6,
Deep TextSpotter: An End-To-End Trainable Scene Text Localization and Recognition Framework, ICCV ,2017,25,
Unsupervised Monocular Depth Estimation With Left-Right Consistency, CVPR ,2017,271,
Cognitive Mapping and Planning for Visual Navigation, CVPR ,2017,112,
Recursive Sampling for the Nystrom Method, NIPS ,2017,24,
Learning From Video and Text via Large-Scale Discriminative Clustering, ICCV ,2017,10,
Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition, NIPS ,2017,9,
K-Medoids For K-Means Seeding, NIPS ,2017,6,
"Sticking the Landing: Simple, Lower-Variance Gradient Estimators for Variational Inference", NIPS ,2017,19,
NeuralFDR: Learning Discovery Thresholds from Hypothesis Features, NIPS ,2017,3,
Diving into the shallows: a computational perspective on large-scale shallow learning, NIPS ,2017,17,
Sparse convolutional coding for neuronal assembly detection, NIPS ,2017,0,
Testing and Learning on Distributions with Symmetric Noise Invariance, NIPS ,2017,4,
Point to Set Similarity Based Deep Feature Learning for Person Re-Identification, CVPR ,2017,58,
Self-Organized Text Detection With Minimal Post-Processing via Border Learning, ICCV ,2017,9,
Rotation Equivariant Vector Field Networks, ICCV ,2017,28,
Regret Minimization in MDPs with Options without Prior Knowledge, NIPS ,2017,2,
SubUNets: End-To-End Hand Shape and Continuous Sign Language Recognition, ICCV ,2017,19,
Cross-Modality Binary Code Learning via Fusion Similarity Hashing, CVPR ,2017,12,
Joint Discovery of Object States and Manipulation Actions, ICCV ,2017,14,
Zero-Shot Recognition Using Dual Visual-Semantic Mapping Paths, CVPR ,2017,28,
Active Decision Boundary Annotation With Deep Generative Models, ICCV ,2017,2,
Object Co-Skeletonization With Co-Segmentation, CVPR ,2017,7,
Conic Scan-and-Cover algorithms for nonparametric topic modeling, NIPS ,2017,5,
"Decoupling ""when to update"" from ""how to update""", NIPS ,2017,14,
ROAM: A Rich Object Appearance Model With Application to Rotoscoping, CVPR ,2017,2,
Understanding Black-box Predictions via Influence Functions, ICML ,2017,219,
Guarantees for Greedy Maximization of Non-submodular Functions with Applications, ICML ,2017,25,
Forecasting Human Dynamics From Static Images, CVPR ,2017,22,
From Bayesian Sparsity to Gated Recurrent Nets, NIPS ,2017,7,
Discover and Learn New Objects From Documentaries, CVPR ,2017,6,
Global optimization of Lipschitz functions, ICML ,2017,8,
Bottleneck Conditional Density Estimation, ICML ,2017,10,
Grad-CAM: Visual Explanations From Deep Networks via Gradient-Based Localization, ICCV ,2017,310,
From Red Wine to Red Tomato: Composition With Context, CVPR ,2017,24,
Predicting Salient Face in Multiple-Face Videos, CVPR ,2017,12,
Learning Cooperative Visual Dialog Agents With Deep Reinforcement Learning, ICCV ,2017,93,
Deep Recurrent Neural Network-Based Identification of Precursor microRNAs, NIPS ,2017,14,
Pose-Aware Person Recognition, CVPR ,2017,9,
Differentially private Bayesian learning on distributed data, NIPS ,2017,6,
Question Asking as Program Generation, NIPS ,2017,9,
Multi-way Interacting Regression via Factorization Machines, NIPS ,2017,1,
Loss Max-Pooling for Semantic Image Segmentation, CVPR ,2017,16,
Large Margin Object Tracking With Circulant Feature Maps, CVPR ,2017,89,
Counting Everyday Objects in Everyday Scenes, CVPR ,2017,31,
Aesthetic Critiques Generation for Photos, ICCV ,2017,2,
Making Deep Neural Networks Robust to Label Noise: A Loss Correction Approach, CVPR ,2017,47,
Rolling-Shutter-Aware Differential SfM and Image Rectification, ICCV ,2017,6,
Non-monotone Continuous DR-submodular  Maximization: Structure and Algorithms, NIPS ,2017,8,
Unsupervised Learning of Object Landmarks by Factorized Spatial Embeddings, ICCV ,2017,16,
Unifying PAC and Regret: Uniform PAC Bounds for Episodic Reinforcement Learning, NIPS ,2017,11,
Lip Reading Sentences in the Wild, CVPR ,2017,126,
On Structured Prediction Theory with Calibrated Convex Surrogate Losses, NIPS ,2017,12,
Expectation Propagation with Stochastic Kinetic Model in Complex Interaction Systems, NIPS ,2017,2,
Toward Goal-Driven Neural Network Models for the Rodent Whisker-Trigeminal System, NIPS ,2017,5,
Near-Optimal Edge Evaluation in Explicit Generalized Binomial Graphs, NIPS ,2017,7,
A Unified View of Multi-Label Performance Measures, ICML ,2017,15,
Deep Latent Dirichlet Allocation with Topic-Layer-Adaptive Stochastic Gradient Riemannian MCMC, ICML ,2017,12,
Tensor Belief Propagation, ICML ,2017,1,
Compatible Reward Inverse Reinforcement Learning, NIPS ,2017,0,
Adversarial Surrogate Losses for Ordinal Regression, NIPS ,2017,9,
Alternating Direction Graph Matching, CVPR ,2017,4,
A framework for Multi-A(rmed)/B(andit) Testing with Online FDR Control, NIPS ,2017,14,
Encoder Based Lifelong Learning, ICCV ,2017,20,
R-FCN: Object Detection via Region-based Fully Convolutional Networks, NIPS ,2016,906,
Image Style Transfer Using Convolutional Neural Networks, CVPR ,2016,693,
Deep Residual Learning for Image Recognition, CVPR ,2016,16326,
Convolutional Pose Machines, CVPR ,2016,609,
Combining Markov Random Fields and Convolutional Neural Networks for Image Synthesis, CVPR ,2016,189,
Synthetic Data for Text Localisation in Natural Images, CVPR ,2016,235,
Instance-Aware Semantic Segmentation via Multi-Task Network Cascades, CVPR ,2016,386,
Learning Multi-Domain Convolutional Neural Networks for Visual Tracking, CVPR ,2016,643,
Learning Deep Features for Discriminative Localization, CVPR ,2016,749,
Convolutional Two-Stream Network Fusion for Video Action Recognition, CVPR ,2016,593,
Deep Metric Learning via Lifted Structured Feature Embedding, CVPR ,2016,270,
Learning Deep Representations of Fine-Grained Visual Descriptions, CVPR ,2016,169,
Eye Tracking for Everyone, CVPR ,2016,143,
NetVLAD: CNN Architecture for Weakly Supervised Place Recognition, CVPR ,2016,373,
Joint Unsupervised Learning of Deep Representations and Image Clusters, CVPR ,2016,103,
Staple: Complementary Learners for Real-Time Tracking, CVPR ,2016,387,
Accurate Image Super-Resolution Using Very Deep Convolutional Networks, CVPR ,2016,907,
Temporal Action Localization in Untrimmed Videos via Multi-Stage CNNs, CVPR ,2016,178,
LocNet: Improving Localization Accuracy for Object Detection, CVPR ,2016,65,
Shallow and Deep Convolutional Networks for Saliency Prediction, CVPR ,2016,169,
Compact Bilinear Pooling, CVPR ,2016,192,
Learning Compact Binary Descriptors With Unsupervised Deep Neural Networks, CVPR ,2016,89,
Rethinking the Inception Architecture for Computer Vision, CVPR ,2016,2751,
Deep Sliding Shapes for Amodal 3D Object Detection in RGB-D Images, CVPR ,2016,192,
Dynamic Image Networks for Action Recognition, CVPR ,2016,209,
Context Encoders: Feature Learning by Inpainting, CVPR ,2016,704,
TI-Pooling: Transformation-Invariant Pooling for Feature Learning in Convolutional Neural Networks, CVPR ,2016,68,
Natural Language Object Retrieval, CVPR ,2016,160,
Weakly Supervised Deep Detection Networks, CVPR ,2016,156,
Deeply-Recursive Convolutional Network for Image Super-Resolution, CVPR ,2016,372,
Image Question Answering Using Convolutional Neural Network With Dynamic Parameter Prediction, CVPR ,2016,150,
A Comparative Study for Single Image Blind Deblurring, CVPR ,2016,60,
Recurrent Convolutional Network for Video-Based Person Re-Identification, CVPR ,2016,156,
Neural Module Networks, CVPR ,2016,294,
Stacked Attention Networks for Image Question Answering, CVPR ,2016,477,
Real-Time Single Image and Video Super-Resolution Using an Efficient Sub-Pixel Convolutional Neural Network, CVPR ,2016,492,
Progressive Prioritized Multi-View Stereo, CVPR ,2016,8,
A Hierarchical Deep Temporal Model for Group Activity Recognition, CVPR ,2016,102,
Robust 3D Hand Pose Estimation in Single Depth Images: From Single-View CNN to Multi-View CNNs, CVPR ,2016,96,
Towards Open Set Deep Networks, CVPR ,2016,101,
Marr Revisited: 2D-3D Alignment via Surface Normal Prediction, CVPR ,2016,103,
Bilateral Space Video Segmentation, CVPR ,2016,91,
Deep Compositional Captioning: Describing Novel Object Categories Without Paired Training Data, CVPR ,2016,101,
Video Segmentation via Object Flow, CVPR ,2016,107,
Efficient 3D Room Shape Recovery From a Single Panorama, CVPR ,2016,27,
CRAFT Objects From Images, CVPR ,2016,49,
Slicing Convolutional Neural Network for Crowd Video Understanding, CVPR ,2016,36,
Deep Region and Multi-Label Learning for Facial Action Unit Detection, CVPR ,2016,67,
Deep Supervised Hashing for Fast Image Retrieval, CVPR ,2016,198,
Sketch Me That Shoe, CVPR ,2016,90,
A Dual-Source Approach for 3D Pose Estimation From a Single Image, CVPR ,2016,84,
A Benchmark Dataset and Evaluation Methodology for Video Object Segmentation, CVPR ,2016,232,
Image Captioning With Semantic Attention, CVPR ,2016,359,
Deep Saliency With Encoded Low Level Distance Map and High Level Features, CVPR ,2016,119,
Non-Local Image Dehazing, CVPR ,2016,176,
Learning Local Image Descriptors With Deep Siamese and Triplet Convolutional Networks by Minimising Global Loss Functions, CVPR ,2016,94,
Structured Feature Learning for Pose Estimation, CVPR ,2016,100,
Ordinal Regression With Multiple Output CNN for Age Estimation, CVPR ,2016,100,
Unsupervised Learning of Edges, CVPR ,2016,42,
PatchBatch: A Batch Augmented Loss for Optical Flow, CVPR ,2016,44,
Recurrent Attention Models for Depth-Based Person Identification, CVPR ,2016,50,
Actionness Estimation Using Hybrid Fully Convolutional Networks, CVPR ,2016,39,
"You Only Look Once: Unified, Real-Time Object Detection", CVPR ,2016,2920,
Fast Training of Triplet-Based Deep Binary Embedding Networks, CVPR ,2016,52,
First Person Action Recognition Using Deep Learned Descriptors, CVPR ,2016,66,
Dense Human Body Correspondences Using Convolutional Networks, CVPR ,2016,88,
Detecting Vanishing Points Using Global Image Context in a Non-Manhattan World, CVPR ,2016,21,
Proposal Flow, CVPR ,2016,45,
Accumulated Stability Voting: A Robust Descriptor From Descriptors of Multiple Scales, CVPR ,2016,10,
Scale-Aware Alignment of Hierarchical Image Segmentation, CVPR ,2016,13,
Semantic Segmentation With Boundary Neural Fields, CVPR ,2016,55,
Bottom-Up and Top-Down Reasoning With Hierarchical Rectified Gaussians, CVPR ,2016,38,
Structure From Motion With Objects, CVPR ,2016,15,
Single-Image Crowd Counting via Multi-Column Convolutional Neural Network, CVPR ,2016,181,
Quantized Convolutional Neural Networks for Mobile Devices, CVPR ,2016,204,
Interactive Segmentation on RGBD Images via Cue Selection, CVPR ,2016,22,
ReconNet: Non-Iterative Reconstruction of Images From Compressively Sensed Measurements, CVPR ,2016,111,
Semantic Filtering, CVPR ,2016,21,
Similarity Learning With Spatial Constraints for Person Re-Identification, CVPR ,2016,213,
Personalizing Human Video Pose Estimation, CVPR ,2016,37,
Visually Indicated Sounds, CVPR ,2016,83,
Automatic Content-Aware Color and Tone Stylization, CVPR ,2016,26,
Online Detection and Classification of Dynamic Hand Gestures With Recurrent 3D Convolutional Neural Network, CVPR ,2016,114,
Unsupervised Learning From Narrated Instruction Videos, CVPR ,2016,61,
Region Ranking SVM for Image Classification, CVPR ,2016,13,
Where to Look: Focus Regions for Visual Question Answering, CVPR ,2016,165,
Pairwise Matching Through Max-Weight Bipartite Belief Propagation, CVPR ,2016,21,
Detecting Migrating Birds at Night, CVPR ,2016,2,
Deep Hand: How to Train a CNN on 1 Million Hand Images When Your Data Is Continuous and Weakly Labelled, CVPR ,2016,46,
Patch-Based Convolutional Neural Network for Whole Slide Tissue Image Classification, CVPR ,2016,97,
Recurrent Attentional Networks for Saliency Detection, CVPR ,2016,92,
Efficient and Robust Color Consistency for Community Photo Collections, CVPR ,2016,19,
Object Contour Detection With a Fully Convolutional Encoder-Decoder Network, CVPR ,2016,109,
3D Shape Attributes, CVPR ,2016,16,
Functional Faces: Groupwise Dense Correspondence Using Functional Maps, CVPR ,2016,5,
Beyond Local Search: Tracking Objects Everywhere With Instance-Specific Proposals, CVPR ,2016,82,
Learning a Discriminative Null Space for Person Re-Identification, CVPR ,2016,321,
Visual Tracking Using Attention-Modulated Disintegration and Integration, CVPR ,2016,65,
Efficient Deep Learning for Stereo Matching, CVPR ,2016,184,
Improving Human Action Recognition by Non-Action Classification, CVPR ,2016,22,
Globally Optimal Manhattan Frame Estimation in Real-Time, CVPR ,2016,8,
Prior-Less Compressible Structure From Motion, CVPR ,2016,14,
Cross-Stitch Networks for Multi-Task Learning, CVPR ,2016,128,
Context-Aware Gaussian Fields for Non-Rigid Point Set Registration, CVPR ,2016,16,
Force From Motion: Decoding Physical Sensation in a First Person Video, CVPR ,2016,14,
DenseCap: Fully Convolutional Localization Networks for Dense Captioning, CVPR ,2016,386,
Faster R-CNN: Towards Real-Time Object Detectionwith Region Proposal Networks, NIPS ,2015,5822,
Fast R-CNN, ICCV ,2015,4124,
Conditional Random Fields as Recurrent Neural Networks, ICCV ,2015,1230,
Fully Convolutional Networks for Semantic Segmentation, CVPR ,2015,7049,
Learning Deconvolution Network for Semantic Segmentation, ICCV ,2015,1317,
Learning to Compare Image Patches via Convolutional Neural Networks, CVPR ,2015,497,
Learning to Track: Online Multi-Object Tracking by Decision Making, ICCV ,2015,197,
Single Image Super-Resolution From Transformed Self-Exemplars, CVPR ,2015,418,
Sequence to Sequence - Video to Text, ICCV ,2015,469,
Deep Neural Decision Forests, ICCV ,2015,142,
Hierarchical Convolutional Features for Visual Tracking, ICCV ,2015,600,
Deep Colorization, ICCV ,2015,137,
Render for CNN: Viewpoint Estimation in Images Using CNNs Trained With Rendered 3D Model Views, ICCV ,2015,294,
Realtime Edge-Based Visual Odometry for a Monocular Camera, ICCV ,2015,27,
Understanding Deep Image Representations by Inverting Them, CVPR ,2015,599,
Context-Aware CNNs for Person Head Detection, ICCV ,2015,47,
Face Alignment by Coarse-to-Fine Shape Searching, CVPR ,2015,242,
Show and Tell: A Neural Image Caption Generator, CVPR ,2015,2114,
An Improved Deep Learning Architecture for Person Re-Identification, CVPR ,2015,602,
"Depth-Based Hand Pose Estimation: Data, Methods, and Challenges", ICCV ,2015,102,
FaceNet: A Unified Embedding for Face Recognition and Clustering, CVPR ,2015,2311,
Massively Parallel Multiview Stereopsis by Surface Normal Diffusion, ICCV ,2015,56,
Learning to Propose Objects, CVPR ,2015,67,
DynamicFusion: Reconstruction and Tracking of Non-Rigid Scenes in Real-Time, CVPR ,2015,330,
A Convolutional Neural Network Cascade for Face Detection, CVPR ,2015,491,
Learning Spatially Regularized Correlation Filters for Visual Tracking, ICCV ,2015,509,
Unsupervised Visual Representation Learning by Context Prediction, ICCV ,2015,289,
Discriminative Learning of Deep Convolutional Feature Point Descriptors, ICCV ,2015,259,
Saliency Detection by Multi-Context Deep Learning, CVPR ,2015,369,
Deep Neural Networks Are Easily Fooled: High Confidence Predictions for Unrecognizable Images, CVPR ,2015,932,
Deep Filter Banks for Texture Recognition and Segmentation, CVPR ,2015,350,
Finding Action Tubes, CVPR ,2015,297,
Category-Specific Object Reconstruction From a Single Image, CVPR ,2015,130,
Multi-Objective Convolutional Learning for Face Labeling, CVPR ,2015,51,
Learning From Massive Noisy Labeled Data for Image Classification, CVPR ,2015,157,
P-CNN: Pose-Based CNN Features for Action Recognition, ICCV ,2015,234,
Image Specificity, CVPR ,2015,25,
Convolutional Color Constancy, ICCV ,2015,57,
Face Flow, ICCV ,2015,6,
"Predicting Depth, Surface Normals and Semantic Labels With a Common Multi-Scale Convolutional Architecture", ICCV ,2015,775,
Neural Activation Constellations: Unsupervised Part Model Discovery With Convolutional Networks, ICCV ,2015,165,
VQA: Visual Question Answering, ICCV ,2015,903,
Mid-Level Deep Pattern Mining, CVPR ,2015,75,
Car That Knows Before You Do: Anticipating Maneuvers via Learning Temporal Driving Models, ICCV ,2015,73,
TILDE: A Temporally Invariant Learned DEtector, CVPR ,2015,65,
PoseNet: A Convolutional Network for Real-Time 6-DOF Camera Relocalization, ICCV ,2015,347,
Parsimonious Labeling, ICCV ,2015,10,
Fast Bilateral-Space Stereo for Synthetic Defocus, CVPR ,2015,65,
Deeply Learned Attributes for Crowded Scene Understanding, CVPR ,2015,121,
Recurrent Convolutional Neural Network for Object Recognition, CVPR ,2015,346,
In Defense of Color-Based Model-Free Tracking, CVPR ,2015,184,
"Understanding Tools: Task-Oriented Object Modeling, Learning and Recognition", CVPR ,2015,63,
Viewpoints and Keypoints, CVPR ,2015,162,
Unconstrained 3D Face Reconstruction, CVPR ,2015,51,
Data-Driven 3D Voxel Patterns for Object Category Recognition, CVPR ,2015,119,
Phase-Based Frame Interpolation for Video, CVPR ,2015,58,
Going Deeper With Convolutions, CVPR ,2015,10824,
Holistically-Nested Edge Detection, ICCV ,2015,693,
Reconstructing the World* in Six Days *(As Captured by the Yahoo 100 Million Image Dataset), CVPR ,2015,113,
L0TV: A New Method for Image Restoration in the Presence of Impulse Noise, CVPR ,2015,43,
Beyond Frontal Faces: Improving Person Recognition Using Multiple Cues, CVPR ,2015,76,
Understanding Deep Features With Computer-Generated Imagery, ICCV ,2015,63,
Learning Large-Scale Automatic Image Colorization, ICCV ,2015,61,
HICO: A Benchmark for Recognizing Human-Object Interactions in Images, ICCV ,2015,64,
Semantic Component Analysis, ICCV ,2015,1,
Simultaneous Feature Learning and Hash Coding With Deep Neural Networks, CVPR ,2015,323,
3D Object Reconstruction From Hand-Object Interactions, ICCV ,2015,22,
Structured Feature Selection, ICCV ,2015,3,
Learning Temporal Embeddings for Complex Video Analysis, ICCV ,2015,41,
Learning to See by Moving, ICCV ,2015,216,
Oriented Edge Forests for Boundary Detection, CVPR ,2015,51,
Reflection Removal Using Ghosting Cues, CVPR ,2015,62,
A Large-Scale Car Dataset for Fine-Grained Categorization and Verification, CVPR ,2015,243,
Where to Buy It: Matching Street Clothing Photos in Online Shops, ICCV ,2015,158,
High Quality Structure From Small Motion for Rolling Shutter Cameras, ICCV ,2015,15,
Appearance-Based Gaze Estimation in the Wild, CVPR ,2015,191,
Robust Image Filtering Using Joint Static and Dynamic Guidance, CVPR ,2015,61,
Partial Person Re-Identification, ICCV ,2015,65,
Unsupervised Learning of Visual Representations Using Videos, ICCV ,2015,357,
Convolutional Channel Features, ICCV ,2015,168,
Boosting Object Proposals: From Pascal to COCO, ICCV ,2015,27,
Live Repetition Counting, ICCV ,2015,17,
Supervised Discrete Hashing, CVPR ,2015,439,
Piecewise Flat Embedding for Image Segmentation, ICCV ,2015,21,
Simpler Non-Parametric Methods Provide as Good or Better Results to Multiple-Instance Learning, ICCV ,2015,9,
Finding Distractors In Images, CVPR ,2015,10,
Pooled Motion Features for First-Person Videos, CVPR ,2015,111,
Towards Open World Recognition, CVPR ,2015,86,
Learning a Descriptor-Specific 3D Keypoint Detector, ICCV ,2015,13,
What Makes an Object Memorable?, ICCV ,2015,41,
Mining Semantic Affordances of Visual Object Categories, CVPR ,2015,37,
Long-Term Correlation Tracking, CVPR ,2015,412,
Dense Semantic Correspondence Where Every Pixel is a Classifier, ICCV ,2015,25,
Superdifferential Cuts for Binary Energies, CVPR ,2015,11,
Efficient Minimal-Surface Regularization of Perspective Depth Maps in Variational Stereo, CVPR ,2015,27,
Pose Induction for Novel Object Categories, ICCV ,2015,20,
Low-Rank Matrix Factorization Under General Mixture Noise Distributions, ICCV ,2015,25,
Multi-View Convolutional Neural Networks for 3D Shape Recognition, ICCV ,2015,537,
Simultaneous Deep Transfer Across Domains and Tasks, ICCV ,2015,337,
Oriented Object Proposals, ICCV ,2015,21,
Fast Randomized Singular Value Thresholding for Nuclear Norm Minimization, CVPR ,2015,39,
Multi-Label Cross-Modal Retrieval, ICCV ,2015,76,
Simultaneous Video Defogging and Stereo Reconstruction, CVPR ,2015,36,
Hyperspectral Super-Resolution by Coupled Spectral Unmixing, ICCV ,2015,74,
Minimum Barrier Salient Object Detection at 80 FPS, ICCV ,2015,193,
Robust Saliency Detection via Regularized Random Walks Ranking, CVPR ,2015,112,
Segment Graph Based Image Filtering: Fast Structure-Preserving Smoothing, ICCV ,2015,24,
kNN Hashing With Factorized Neighborhood Representation, ICCV ,2015,8,
Unsupervised Generation of a Viewpoint Annotated Car Dataset From Videos, ICCV ,2015,13,
Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation, CVPR ,2014,7018,
Locally Optimized Product Quantization for Approximate Nearest Neighbor Search, CVPR ,2014,131,
Clothing Co-Parsing by Joint Image Segmentation and Labeling, CVPR ,2014,87,
Multiscale Combinatorial Grouping, CVPR ,2014,762,
Face Alignment at 3000 FPS via Regressing Local Binary Features, CVPR ,2014,567,
Cross-Scale Cost Aggregation for Stereo Matching, CVPR ,2014,97,
"Deep Learning Face Representation from Predicting 10,000 Classes", CVPR ,2014,1006,
BING: Binarized Normed Gradients for Objectness Estimation at 300fps, CVPR ,2014,854,
3D Reconstruction from Accidental Motion, CVPR ,2014,46,
Predicting Matchability, CVPR ,2014,60,
Transfer Joint Matching for Unsupervised Domain Adaptation, CVPR ,2014,175,
One Millisecond Face Alignment with an Ensemble of Regression Trees, CVPR ,2014,911,
Scene-Independent Group Profiling in Crowd, CVPR ,2014,147,
Dense Semantic Image Segmentation with Objects and Attributes, CVPR ,2014,64,
Shrinkage Fields for Effective Image Restoration, CVPR ,2014,185,
Adaptive Color Attributes for Real-Time Visual Tracking, CVPR ,2014,748,
Learning Mid-level Filters for Person Re-identification, CVPR ,2014,432,
Minimal Scene Descriptions from Structure from Motion Models, CVPR ,2014,37,
Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow, CVPR ,2014,128,
Seeing 3D Chairs: Exemplar Part-based 2D-3D Alignment using a Large Dataset of CAD Models, CVPR ,2014,262,
Product Sparse Coding, CVPR ,2014,23,
Parallax-tolerant Image Stitching, CVPR ,2014,132,
Convolutional Neural Networks for No-Reference Image Quality Assessment, CVPR ,2014,295,
StoryGraphs: Visualizing Character Interactions as a Timeline, CVPR ,2014,27,
Nonparametric Part Transfer for Fine-grained Recognition, CVPR ,2014,93,
Scalable Multitask Representation Learning for Scene Classification, CVPR ,2014,41,
Collaborative Hashing, CVPR ,2014,74,
Reconstructing PASCAL VOC, CVPR ,2014,71,
Investigating Haze-relevant Features in A Learning Framework for Image Dehazing, CVPR ,2014,211,
Tell Me What You See and I will Show You Where It Is, CVPR ,2014,74,
Salient Region Detection via High-Dimensional Color Transform, CVPR ,2014,191,
