title,conf,year,repo_name,repo_owner,created_at,stars_count,forks_count,subscribers_count,network_count,language,license,organization
Geolocation Estimation of Photos using a Hierarchical Model and Scene Classification,ECCV,2018,GeoEstimation,TIBHannover,2018-07-25 09:09:25,4,0,2,0,Python,GNU General Public License v3.0,TIBHannover
Estimating the Success of Unsupervised Image to Image Translation,ECCV,2018,gan_bound,sagiebenaim,2018-01-22 16:05:03,5,1,2,1,Python,Other,
Differentially Private Database Release via Kernel Mean Embeddings,ICML,2018,RKHS-private-database,matejbalog,2018-05-31 16:32:02,4,0,1,0,Python,MIT License,
Inference Suboptimality in Variational Autoencoders,ICML,2018,inference-suboptimality,lxuechen,2018-04-13 02:01:54,4,1,3,1,Python,MIT License,
Convergent Tree Backup and Retrace with Function Approximation,ICML,2018,convergent-off-policy,ahmed-touati,2017-06-30 18:56:05,3,1,1,1,Python,,
Not to Cry Wolf: Distantly Supervised Multitask Learning in Critical Care,ICML,2018,DSMT-Nets,d909b,2018-02-07 17:39:11,3,0,2,0,,,
Saliency Detection in 360° Videos,ECCV,2018,Saliency-detection-in-360-video,xuyanyu-shh,2018-07-21 16:12:09,9,1,1,1,Python,MIT License,
Gaze Prediction in Dynamic 360° Immersive Videos,CVPR,2018,VR-EyeTracking,xuyanyu-shh,2018-03-27 16:56:33,3,1,3,1,,,
Feedback-Prop: Convolutional Neural Network Inference Under Partial Evidence,CVPR,2018,feedbackprop,uvavision,2018-03-27 18:49:18,4,1,2,1,Jupyter Notebook,,uvavision
A Joint Sequence Fusion Model for Video Question Answering and Retrieval,ECCV,2018,lsmdc,yj-yu,2018-11-01 01:08:49,11,1,2,1,Python,,
Sidekick Policy Learning for Active Visual Exploration,ECCV,2018,sidekicks,srama2512,2018-07-08 04:56:13,4,1,0,1,Python,MIT License,
CLEAR: Cumulative LEARning for One-Shot One-Class Image Recognition,CVPR,2018,CLEAR-osoc,JKozerawski,2017-10-05 22:25:26,3,4,1,4,Python,,
Spatially-Adaptive Filter Units for Deep Neural Networks,CVPR,2018,DAU-ConvNet,skokec,2018-03-26 11:31:36,3,1,2,1,C++,,
Learning Answer Embeddings for Visual Question Answering,CVPR,2018,answer_embedding,hexiang-hu,2018-03-06 22:05:42,3,0,4,0,,MIT License,
Deep Burst Denoising,ECCV,2018,deep_burst_denoising,mrharicot,2018-04-18 14:52:10,3,0,2,0,Python,,
High-Resolution Image Synthesis and Semantic Manipulation With Conditional GANs,CVPR,2018,High-Resolution-Image-Synthesis-and-Semantic-Manipulation-with-Conditional-GANsl-,chenxli,2017-12-28 16:30:53,7,2,0,2,Python,Other,
Image Super-Resolution via Dual-State Recurrent Networks,CVPR,2018,dsrn,WeiHan3,2018-06-19 06:12:50,1,0,1,0,Python,,
Deepcode: Feedback Codes via Deep Learning,NIPS,2018,Deepcode,hyejikim1,2018-06-15 20:12:26,4,4,0,4,Python,,
SegStereo: Exploiting Semantic Information for Disparity Estimation,ECCV,2018,SegStereo,yangguorun,2018-09-05 10:10:34,15,2,6,2,C++,Other,
Disentangling Factors of Variation by Mixing Them,CVPR,2018,Disentangling-Factors-of-Variation-by-Mixing-Them,HuQyang,2018-03-19 10:48:33,5,1,1,1,Python,,
Diverse and Coherent Paragraph Generation from Images,ECCV,2018,CapG_RevG_Code,metro-smiles,2018-09-05 07:59:40,5,2,2,2,Python,,
Statistical Recurrent Models on Manifold valued Data,NIPS,2018,SPD-SRU,zhenxingjian,2018-05-28 15:49:18,3,0,0,0,Python,,
Stabilizing Gradients for Deep Neural Networks via Efficient SVD Parameterization,ICML,2018,spectral-RNN,zhangjiong724,2018-03-20 04:33:46,3,0,1,0,C++,,
Deep Photo Style Transfer,CVPR,2017,deep-photo-styletransfer,luanfujun,2017-03-22 04:47:29,8606,1221,434,1221,Matlab,,
LightGBM: A Highly Efficient Gradient Boosting Decision Tree,NIPS,2017,LightGBM,Microsoft,2016-08-05 05:45:50,7462,1998,408,1998,C++,MIT License,Microsoft
Large Pose 3D Face Reconstruction From a Single Image via Direct Volumetric CNN Regression,ICCV,2017,vrn,AaronJackson,2017-06-20 12:35:33,3332,517,181,517,Shell,MIT License,
Densely Connected Convolutional Networks,CVPR,2017,DenseNet,liuzhuang13,2016-08-24 21:32:52,3100,749,156,749,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",
A Unified Approach to Interpreting Model Predictions,NIPS,2017,shap,slundberg,2016-11-22 19:17:08,2941,346,114,346,Jupyter Notebook,MIT License,
Deformable Convolutional Networks,ICCV,2017,Deformable-ConvNets,msracver,2017-05-05 13:45:17,2107,708,104,708,Python,MIT License,msracver
"ELF: An Extensive, Lightweight and Flexible Research Platform for Real-time Strategy Games",NIPS,2017,ELF,facebookresearch,2017-06-06 00:07:35,1810,250,123,250,C++,Other,facebookresearch
Fully Convolutional Instance-Aware Semantic Segmentation,CVPR,2017,FCIS,msracver,2016-10-06 07:16:40,1391,393,136,393,Cuda,MIT License,msracver
PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation,CVPR,2017,pointnet,charlesq34,2017-01-31 04:50:28,1491,621,109,621,Python,Other,
Improved Training of Wasserstein GANs,NIPS,2017,improved_wgan_training,igul222,2017-04-01 19:26:13,1393,456,68,456,Python,MIT License,
Aggregated Residual Transformations for Deep Neural Networks,CVPR,2017,ResNeXt,facebookresearch,2017-01-11 02:20:25,1351,224,69,224,Lua,Other,facebookresearch
Photographic Image Synthesis With Cascaded Refinement Networks,ICCV,2017,PhotographicImageSynthesis,CQFIO,2017-07-28 17:05:53,1139,197,71,197,Python,,
Unsupervised Image-to-Image Translation Networks,NIPS,2017,UNIT,mingyuliutw,2017-03-06 05:47:36,1198,234,57,234,Python,Other,
Photo-Realistic Single Image Super-Resolution Using a Generative Adversarial Network,CVPR,2017,srgan,tensorlayer,2017-04-20 17:08:27,1274,346,68,346,Python,,tensorlayer
High-Resolution Image Inpainting Using Multi-Scale Neural Patch Synthesis,CVPR,2017,Faster-High-Res-Neural-Inpainting,leehomyc,2017-01-26 21:18:49,1065,175,48,175,Lua,MIT License,
SphereFace: Deep Hypersphere Embedding for Face Recognition,CVPR,2017,sphereface,wy1iu,2017-07-19 16:46:26,1039,447,103,447,Jupyter Notebook,MIT License,
Bayesian GAN,NIPS,2017,bayesgan,andrewgordonwilson,2017-11-04 01:29:54,939,157,54,157,Jupyter Notebook,Other,
Deep Feature Flow for Video Recognition,CVPR,2017,Deep-Feature-Flow,msracver,2017-05-11 15:12:22,959,238,51,238,Python,MIT License,msracver
Pyramid Scene Parsing Network,CVPR,2017,PSPNet,hszhao,2016-12-04 12:49:29,920,408,60,408,C++,Other,
Finding Tiny Faces,CVPR,2017,tiny,peiyunh,2016-12-09 22:23:36,849,257,70,257,Matlab,Other,
Learning to Discover Cross-Domain Relations with Generative Adversarial Networks,ICML,2017,DiscoGAN,SKTBrain,2017-03-18 10:12:28,619,128,25,128,Python,,SKTBrain
Toward Multimodal Image-to-Image Translation,NIPS,2017,BicycleGAN,junyanz,2017-11-14 04:12:01,785,132,37,132,Python,Other,
FlowNet 2.0: Evolution of Optical Flow Estimation With Deep Networks,CVPR,2017,flownet2,lmb-freiburg,2017-04-25 09:39:27,711,248,50,248,C++,Other,lmb-freiburg
PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,NIPS,2017,pointnet2,charlesq34,2017-08-31 03:18:54,756,272,49,272,Python,Other,
Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,ICML,2017,maml,cbfinn,2017-06-18 01:36:06,714,199,35,199,Python,MIT License,
Inferring and Executing Programs for Visual Reasoning,ICCV,2017,clevr-iep,facebookresearch,2017-05-03 22:13:14,633,116,35,116,Python,Other,facebookresearch
Channel Pruning for Accelerating Very Deep Neural Networks,ICCV,2017,channel-pruning,yihui-he,2017-08-21 09:19:53,640,227,41,227,Python,MIT License,
Dilated Residual Networks,CVPR,2017,drn,fyu,2017-09-11 04:38:33,630,111,19,111,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
Accelerating Eulerian Fluid Simulation With Convolutional Networks,ICML,2017,FluidNet,google,2016-11-21 18:33:10,564,103,51,103,Lua,Other,google
DSOD: Learning Deeply Supervised Object Detectors From Scratch,ICCV,2017,DSOD,szq0214,2017-08-03 19:36:24,575,190,47,190,Python,Other,
Arbitrary Style Transfer in Real-Time With Adaptive Instance Normalization,ICCV,2017,AdaIN-style,xunhuang1995,2017-03-20 16:16:37,568,96,31,96,Lua,MIT License,
Learning Disentangled Representations with Semi-Supervised Deep Generative Models,NIPS,2017,probtorch,probtorch,2017-10-13 17:11:32,553,46,33,46,Python,Apache License 2.0,probtorch
"How Far Are We From Solving the 2D & 3D Face Alignment Problem? (And a Dataset of 230,000 3D Facial Landmarks)",ICCV,2017,2D-and-3D-face-alignment,1adrianb,2017-03-16 15:22:43,514,159,45,159,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",
Regressing Robust and Discriminative 3D Morphable Models With a Very Deep Neural Network,CVPR,2017,3dmm_cnn,anhttran,2017-01-26 00:55:39,531,180,58,180,C++,Other,
Plug & Play Generative Networks: Conditional Iterative Generation of Images in Latent Space,CVPR,2017,ppgn,Evolving-AI-Lab,2016-12-09 22:37:28,486,99,19,99,Python,MIT License,Evolving-AI-Lab
SSH: Single Stage Headless Face Detector,ICCV,2017,SSH,mahyarnajibi,2017-09-25 19:18:05,500,199,45,199,Python,Other,
"GMS: Grid-based Motion Statistics for Fast, Ultra-Robust Feature Correspondence",CVPR,2017,GMS-Feature-Matcher,JiawangBian,2016-10-26 08:37:06,457,199,46,199,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
Dual Path Networks,NIPS,2017,DPNs,cypw,2017-07-02 00:41:01,447,136,33,136,Python,,
Inductive Representation Learning on Large Graphs,NIPS,2017,GraphSAGE,williamleif,2017-05-29 15:36:22,534,189,41,189,Python,Other,
Video Frame Interpolation via Adaptive Convolution,CVPR,2017,pytorch-sepconv,sniklaus,2017-09-10 05:58:15,469,81,25,81,Python,,
Joint Detection and Identification Feature Learning for Person Search,CVPR,2017,person_search,ShuangLI59,2016-04-06 14:51:39,449,191,36,191,Python,Other,
Flow-Guided Feature Aggregation for Video Object Detection,ICCV,2017,Flow-Guided-Feature-Aggregation,msracver,2017-08-17 09:50:06,428,123,27,123,Python,MIT License,msracver
Recurrent Highway Networks,ICML,2017,RecurrentHighwayNetworks,jzilly,2016-10-07 12:05:13,396,77,22,77,Python,MIT License,
Detect to Track and Track to Detect,ICCV,2017,Detect-Track,feichtenhofer,2017-06-06 11:49:45,383,84,75,84,Matlab,Other,
Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results,NIPS,2017,mean-teacher,CuriousAI,2017-05-15 09:29:00,453,114,49,114,Python,Other,CuriousAI
RefineNet: Multi-Path Refinement Networks for High-Resolution Semantic Segmentation,CVPR,2017,refinenet,guosheng,2016-11-18 06:10:25,377,126,52,126,Matlab,Other,
RON: Reverse Connection With Objectness Prior Networks for Object Detection,CVPR,2017,RON,taokong,2017-07-03 04:22:37,340,134,25,134,Python,,
Universal Style Transfer via Feature Transforms,NIPS,2017,UniversalStyleTransfer,Yijunmaverick,2017-08-20 19:23:41,343,59,20,59,Lua,MIT License,
Accurate Single Stage Detector Using Recurrent Rolling Convolution,CVPR,2017,rrc_detection,xiaohaoChen,2017-04-05 08:28:03,310,118,21,118,C++,Other,
One-Shot Video Object Segmentation,CVPR,2017,OSVOS-TensorFlow,scaelles,2017-03-23 08:36:02,316,99,24,99,Python,GNU General Public License v3.0,
Efficient softmax approximation for GPUs,ICML,2017,adaptive-softmax,facebookresearch,2016-09-30 18:29:43,302,53,21,53,Lua,Other,facebookresearch
Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution,CVPR,2017,LapSRN,phoenix104104,2017-04-06 11:25:05,301,89,24,89,Matlab,,
Residual Attention Network for Image Classification,CVPR,2017,residual-attention-network,fwang91,2017-07-11 08:50:48,323,148,21,148,,,
Dilated Recurrent Neural Networks,NIPS,2017,DilatedRNN,code-terminator,2017-10-19 20:04:39,285,46,19,46,Python,Apache License 2.0,
OctNet: Learning Deep 3D Representations at High Resolutions,CVPR,2017,octnet,griegler,2017-03-29 09:45:29,301,76,25,76,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
DeepBach: a Steerable Model for Bach Chorales Generation,ICML,2017,DeepBach,Ghadjeres,2016-11-18 14:19:11,273,82,30,82,Python,MIT License,
Self-Critical Sequence Training for Image Captioning,CVPR,2017,self-critical.pytorch,ruotianluo,2017-05-05 05:15:04,291,95,17,95,Python,,
Age Progression/Regression by Conditional Adversarial Autoencoder,CVPR,2017,Face-Aging-CAAE,ZZUTK,2017-03-23 07:20:28,293,120,19,120,Python,,
Style Transfer from Non-Parallel Text by Cross-Alignment,NIPS,2017,language-style-transfer,shentianxiao,2017-07-14 14:17:30,291,75,13,75,Roff,Apache License 2.0,
Lifting From the Deep: Convolutional 3D Pose Estimation From a Single Image,CVPR,2017,Lifting-from-the-Deep-release,DenisTome,2017-04-27 14:23:10,275,81,22,81,Python,GNU General Public License v3.0,
Richer Convolutional Features for Edge Detection,CVPR,2017,rcf,yun-liu,2017-03-23 04:07:08,390,169,33,169,C++,Other,
OptNet: Differentiable Optimization as a Layer in Neural Networks,ICML,2017,optnet,locuslab,2017-03-01 22:27:29,245,36,21,36,Python,Apache License 2.0,locuslab
Convolutional Sequence to Sequence Learning,ICML,2017,fairseq,facebookresearch,2017-03-12 16:13:32,3269,580,217,580,Lua,Other,facebookresearch
Reinforcement Learning with Deep Energy-Based Policies,ICML,2017,softqlearning,haarnoja,2017-05-26 04:43:11,223,67,12,67,Python,,
Knowing When to Look: Adaptive Attention via a Visual Sentinel for Image Captioning,CVPR,2017,AdaptiveAttention,jiasenlu,2017-02-23 21:06:19,213,58,10,58,Jupyter Notebook,Other,
Stacked Generative Adversarial Networks,CVPR,2017,SGAN,xunhuang1995,2016-12-14 00:42:41,214,53,9,53,Python,,
RMPE: Regional Multi-Person Pose Estimation,ICCV,2017,RMPE,MVIG-SJTU,2016-12-07 02:56:39,214,78,23,78,C++,Other,MVIG-SJTU
BlitzNet: A Real-Time Deep Network for Scene Understanding,ICCV,2017,blitznet,dvornikita,2017-08-22 11:24:44,225,92,21,92,Python,MIT License,
A Point Set Generation Network for 3D Object Reconstruction From a Single Image,CVPR,2017,PointSetGeneration,fanhqme,2017-03-06 05:47:40,224,67,17,67,Python,,
Spatially Adaptive Computation Time for Residual Networks,CVPR,2017,sact,mfigurnov,2017-03-23 15:06:00,202,43,13,43,Python,Apache License 2.0,
Prototypical Networks for Few-shot Learning,NIPS,2017,prototypical-networks,jakesnell,2017-11-05 04:38:19,234,63,6,63,Python,MIT License,
Unlabeled Samples Generated by GAN Improve the Person Re-Identification Baseline in Vitro,ICCV,2017,Person-reID_GAN,layumi,2017-07-17 02:41:54,211,75,11,75,Cuda,MIT License,
The Reversible Residual Network: Backpropagation Without Storing Activations,NIPS,2017,revnet-public,renmengye,2017-06-28 16:11:00,209,37,10,37,Python,MIT License,
Generative Face Completion,CVPR,2017,GenerativeFaceCompletion,Yijunmaverick,2017-04-15 02:01:59,209,66,18,66,C++,Other,
Deeply Supervised Salient Object Detection With Short Connections,CVPR,2017,DSS,Andrew-Qibin,2017-03-24 01:49:39,143,63,8,63,Python,,
Recurrent Scale Approximation for Object Detection in CNN,ICCV,2017,RSA-for-object-detection,sciencefans,2017-08-05 14:57:58,206,73,37,73,Matlab,,
Visual Dialog,CVPR,2017,visdial,batra-mlp-lab,2017-04-17 02:49:27,196,61,16,61,Lua,Other,batra-mlp-lab
FastMask: Segment Multi-Scale Object Candidates in One Shot,CVPR,2017,FastMask,voidrank,2016-11-21 05:46:15,189,67,13,67,Python,GNU General Public License v3.0,
Learning Deep CNN Denoiser Prior for Image Restoration,CVPR,2017,IRCNN,cszn,2017-04-05 08:59:33,227,88,21,88,Matlab,,
VPGNet: Vanishing Point Guided Network for Lane and Road Marking Detection and Recognition,ICCV,2017,VPGNet,SeokjuLee,2017-07-25 11:21:23,205,76,31,76,Jupyter Notebook,,
Interpretable Explanations of Black Boxes by Meaningful Perturbation,ICCV,2017,perturb_explanations,ruthcfong,2016-10-20 15:08:37,13,1,3,1,Jupyter Notebook,,
Semantic Scene Completion From a Single Depth Image,CVPR,2017,sscnet,shurans,2016-12-01 02:30:26,185,59,23,59,Jupyter Notebook,,
Inverse Compositional Spatial Transformer Networks,CVPR,2017,inverse-compositional-STN,chenhsuanlin,2017-01-02 22:33:17,182,49,14,49,Python,MIT License,
Learning From Synthetic Humans,CVPR,2017,surreal,gulvarol,2017-04-13 14:50:54,204,51,20,51,Lua,Other,
Learning Feature Pyramids for Human Pose Estimation,ICCV,2017,PyraNet,bearpaw,2017-07-18 07:18:17,183,47,13,47,Lua,Apache License 2.0,
Be Your Own Prada: Fashion Synthesis With Structural Coherence,ICCV,2017,ICCV17-fashionGAN,zhusz,2017-08-28 05:58:41,182,54,16,54,C++,"BSD 3-Clause ""New"" or ""Revised"" License",
OnACID: Online Analysis of Calcium Imaging Data in Real Time,NIPS,2017,CaImAn,flatironinstitute,2015-08-06 13:58:45,186,132,49,132,Python,GNU General Public License v2.0,flatironinstitute
Learning to Reason: End-To-End Module Networks for Visual Question Answering,ICCV,2017,n2nmn,ronghanghu,2017-06-17 20:28:19,177,40,11,40,SourcePawn,"BSD 2-Clause ""Simplified"" License",
Binarized Convolutional Landmark Localizers for Human Pose Estimation and Face Alignment With Limited Resources,ICCV,2017,binary-human-pose-estimation,1adrianb,2017-01-09 16:50:03,171,65,15,65,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",
Learning Efficient Convolutional Networks Through Network Slimming,ICCV,2017,slimming,liuzhuang13,2017-08-22 07:06:43,185,36,15,36,Lua,MIT License,
Beyond Face Rotation: Global and Local Perception GAN for Photorealistic and Identity Preserving Frontal View Synthesis,ICCV,2017,TP-GAN,HRLTY,2018-03-03 16:33:29,197,59,20,59,Python,Other,
GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium,NIPS,2017,TTUR,bioinf-jku,2017-06-26 13:32:12,220,40,17,40,Jupyter Notebook,Apache License 2.0,bioinf-jku
Fast Image Processing With Fully-Convolutional Networks,ICCV,2017,FastImageProcessing,CQFIO,2017-09-03 01:31:34,176,46,22,46,Python,,
Scene Graph Generation by Iterative Message Passing,CVPR,2017,scene-graph-TF-release,danfeiX,2017-04-06 01:06:48,179,64,15,64,Python,MIT License,
Single Shot Text Detector With Regional Attention,ICCV,2017,SSTD,BestSonny,2017-09-21 15:14:31,172,79,12,79,C++,Other,
Image Super-Resolution via Deep Recursive Residual Network,CVPR,2017,DRRN_CVPR17,tyshiwo,2017-03-19 15:52:58,161,63,7,63,Matlab,,
Input Convex Neural Networks,ICML,2017,icnn,locuslab,2016-09-13 21:46:37,156,36,13,36,Python,Apache License 2.0,locuslab
Oriented Response Networks,CVPR,2017,ORN,ZhouYanzhao,2017-01-08 01:44:54,155,40,29,40,Jupyter Notebook,"BSD 3-Clause ""New"" or ""Revised"" License",
Learning Cross-Modal Embeddings for Cooking Recipes and Food Images,CVPR,2017,im2recipe,torralba-lab,2017-05-07 13:12:02,158,55,9,55,Python,MIT License,torralba-lab
On Human Motion Prediction Using Recurrent Neural Networks,CVPR,2017,human-motion-prediction,una-dinosauria,2017-04-16 20:39:18,163,60,12,60,Python,MIT License,
Language Modeling with Recurrent Highway Hypernetworks,NIPS,2017,Recurrent-Highway-Hypernetworks-NIPS,jsuarez5341,2017-11-01 00:15:53,141,16,1,16,Python,,
Soft Proposal Networks for Weakly Supervised Object Localization,ICCV,2017,SPN.pytorch,yeezhu,2017-08-22 04:11:08,154,29,8,29,Python,MIT License,
Low-Shot Visual Recognition by Shrinking and Hallucinating Features,ICCV,2017,low-shot-shrink-hallucinate,facebookresearch,2017-05-25 23:10:20,154,33,10,33,Python,Other,facebookresearch
Deep Feature Interpolation for Image Content Changes,CVPR,2017,deepfeatinterp,paulu,2017-05-17 19:28:27,167,37,14,37,Python,GNU General Public License v3.0,
Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks,ICML,2017,AdversarialVariationalBayes,LMescheder,2017-05-11 11:20:02,145,46,11,46,Jupyter Notebook,MIT License,
Attend to You: Personalized Image Captioning With Context Sequence Memory Networks,CVPR,2017,attend2u,cesc-park,2017-04-03 01:13:59,143,43,12,43,Python,MIT License,
Triple Generative Adversarial Nets,NIPS,2017,triple-gan,zhenxuan00,2017-03-30 04:12:18,136,44,10,44,Python,,
Conditional Similarity Networks,CVPR,2017,conditional-similarity-networks,andreasveit,2017-03-20 18:56:50,141,32,9,32,Python,"BSD 3-Clause ""New"" or ""Revised"" License",
One-Sided Unsupervised Domain Mapping,NIPS,2017,DistanceGAN,sagiebenaim,2017-06-02 07:34:51,137,23,9,23,Python,Other,
Attentive Recurrent Comparators,ICML,2017,ARC,pranv,2016-11-06 11:36:55,53,10,7,10,Python,,
Detecting Visual Relationships With Deep Relational Networks,CVPR,2017,drnet_cvpr2017,doubledaibo,2017-04-10 09:23:47,137,41,13,41,Python,Other,
Gradient Episodic Memory for Continual Learning,NIPS,2017,GradientEpisodicMemory,facebookresearch,2017-11-07 15:53:53,143,24,10,24,Python,Other,facebookresearch
Controlling Perceptual Factors in Neural Style Transfer,CVPR,2017,NeuralImageSynthesis,leongatys,2016-06-23 16:22:44,129,23,7,23,Jupyter Notebook,,
CREST: Convolutional Residual Learning for Visual Tracking,ICCV,2017,CREST-Release,ybsong00,2017-08-01 08:52:25,125,46,5,46,Matlab,,
Multi-Context Attention for Human Pose Estimation,CVPR,2017,pose-attention,bearpaw,2017-04-03 02:17:27,128,44,10,44,Lua,"BSD 3-Clause ""New"" or ""Revised"" License",
SegFlow: Joint Learning for Video Object Segmentation and Optical Flow,ICCV,2017,SegFlow,JingchunCheng,2017-07-31 01:26:01,126,27,5,27,Jupyter Notebook,,
Towards 3D Human Pose Estimation in the Wild: A Weakly-Supervised Approach,ICCV,2017,pose-hg-3d,xingyizhou,2017-04-08 12:54:29,134,35,12,35,Lua,Other,
DSAC - Differentiable RANSAC for Camera Localization,CVPR,2017,DSAC,cvlab-dresden,2017-04-24 13:12:43,141,61,16,61,C++,,cvlab-dresden
Learning a Multi-View Stereo Machine,NIPS,2017,lsm,akar43,2017-10-31 01:47:56,132,40,9,40,Python,MIT License,
Deep Learning for Precipitation Nowcasting: A Benchmark and A New Model,NIPS,2017,HKO-7,sxjscience,2017-11-06 21:23:22,132,59,16,59,Python,,
Segmentation-Aware Convolutional Networks Using Local Attention Masks,ICCV,2017,segaware,aharley,2017-08-15 17:30:53,124,29,9,29,Jupyter Notebook,,
Bayesian Compression for Deep Learning,NIPS,2017,Tutorial_BayesianCompressionForDL,KarenUllrich,2017-10-20 14:24:34,128,34,2,34,Python,MIT License,
Value Prediction Network,NIPS,2017,value-prediction-network,junhyukoh,2017-10-14 04:33:44,119,24,9,24,Python,,
Hierarchical Attentive Recurrent Tracking,NIPS,2017,hart,akosiorek,2017-06-27 17:12:14,119,42,15,42,Python,GNU General Public License v3.0,
Discriminative Correlation Filter With Channel and Spatial Reliability,CVPR,2017,csr-dcf,alanlukezic,2017-06-07 14:01:25,122,51,15,51,C++,,
Learning by Association -- A Versatile Semi-Supervised Training Method for Neural Networks,CVPR,2017,learning_by_association,haeusser,2016-10-28 15:55:51,118,50,10,50,Jupyter Notebook,Apache License 2.0,
Concrete Dropout,NIPS,2017,ConcreteDropout,yaringal,2017-05-28 16:47:22,125,35,8,35,Jupyter Notebook,MIT License,
SVDNet for Pedestrian Retrieval,ICCV,2017,SVDNet-for-Pedestrian-Retrieval,syfafterzy,2017-06-12 08:14:51,118,54,6,54,Shell,,
Spatiotemporal Multiplier Networks for Video Action Recognition,CVPR,2017,st-resnet,feichtenhofer,2016-10-27 07:59:35,117,41,13,41,Matlab,,
Deep Pyramidal Residual Networks,CVPR,2017,PyramidNet,jhkim89,2016-10-10 10:00:48,112,35,5,35,Lua,,
Good Semi-supervised Learning That Requires a Bad GAN,NIPS,2017,ssl_bad_gan,kimiyoung,2017-11-02 20:14:49,117,30,5,30,Python,MIT License,
Deep Watershed Transform for Instance Segmentation,CVPR,2017,dwt,min2209,2017-05-04 20:09:03,118,45,14,45,Python,MIT License,
PoseTrack: Joint Multi-Person Pose Estimation and Tracking,CVPR,2017,PoseTrack-CVPR2017,iqbalu,2017-03-29 09:31:06,116,33,12,33,C++,,
"Show, Adapt and Tell: Adversarial Training of Cross-Domain Image Captioner",ICCV,2017,show-adapt-and-tell,tsenghungchen,2017-07-28 06:58:33,113,31,4,31,Python,MIT License,
TernGrad: Ternary Gradients to Reduce Communication in Distributed Deep Learning,NIPS,2017,terngrad,wenwei202,2017-05-21 02:34:51,117,32,9,32,Python,Apache License 2.0,
Split-Brain Autoencoders: Unsupervised Learning by Cross-Channel Prediction,CVPR,2017,splitbrainauto,richzhang,2016-11-27 23:22:13,108,29,6,29,Shell,MIT License,
Bayesian Optimization with Gradients,NIPS,2017,Cornell-MOE,wujian16,2016-10-27 05:29:12,116,31,14,31,C++,Other,
Detail-Revealing Deep Video Super-Resolution,ICCV,2017,SPMC_VideoSR,jiangsutx,2017-11-07 02:34:08,124,34,14,34,Python,MIT License,
MemNet: A Persistent Memory Network for Image Restoration,ICCV,2017,MemNet,tyshiwo,2017-06-20 03:04:30,118,29,13,29,Matlab,,
Compressed Sensing using Generative Models,ICML,2017,csgm,AshishBora,2017-03-09 03:56:43,116,37,13,37,Python,MIT License,
Unrestricted Facial Geometry Reconstruction Using Image-To-Image Translation,ICCV,2017,pix2vertex,matansel,2017-03-29 14:36:07,117,18,11,18,Matlab,,
Deep Hyperspherical Learning,NIPS,2017,SphereNet,wy1iu,2017-11-03 11:24:36,92,20,11,20,Python,MIT License,
Switching Convolutional Neural Network for Crowd Counting,CVPR,2017,crowd-counting-scnn,val-iisc,2017-07-03 05:06:18,113,52,11,52,Python,,val-iisc
"WILDCAT: Weakly Supervised Learning of Deep ConvNets for Image Classification, Pointwise Localization and Segmentation",CVPR,2017,wildcat.pytorch,durandtibo,2017-07-07 13:05:46,114,36,6,36,Python,MIT License,
Working hard to know your neighbor's margins: Local descriptor learning loss,NIPS,2017,hardnet,DagnyT,2017-05-29 19:29:35,124,31,10,31,Python,,
Video Frame Synthesis Using Deep Voxel Flow,ICCV,2017,voxel-flow,liuziwei7,2018-02-05 01:15:50,111,25,15,25,Python,,
"Train longer, generalize better: closing the generalization gap in large batch training of neural networks",NIPS,2017,bigBatch,eladhoffer,2017-05-25 15:31:29,111,19,5,19,Python,MIT License,
ThiNet: A Filter Level Pruning Method for Deep Neural Network Compression,ICCV,2017,ThiNet,Roll920,2017-08-02 06:30:03,104,29,10,29,,,
Multi-View Supervision for Single-View Reconstruction via Differentiable Ray Consistency,CVPR,2017,drc,shubhtuls,2017-04-13 00:00:57,99,24,13,24,Lua,,
Interleaved Group Convolutions,ICCV,2017,InterleavedGroupConvolutions,hellozting,2017-08-08 01:43:17,94,28,8,28,Python,,
Task-based End-to-end Model Learning in Stochastic Optimization,NIPS,2017,e2e-model-learning,locuslab,2017-03-13 21:28:48,99,25,10,25,Python,Apache License 2.0,locuslab
Learning to Compose Domain-Specific Transformations for Data Augmentation,NIPS,2017,tanda,HazyResearch,2017-07-21 23:14:28,96,19,22,19,Python,MIT License,HazyResearch
AMC: Attention guided Multi-modal Correlation Learning for Image Search,CVPR,2017,AMC_ATT,kanchen-usc,2017-04-02 04:56:10,90,21,4,21,Python,MIT License,
Learning a Deep Embedding Model for Zero-Shot Learning,CVPR,2017,DeepEmbeddingModel_ZSL,lzrobots,2018-01-29 20:28:44,103,30,4,30,Python,,
